specs,year
"['Single-player', 'Game demo']",2017.0
['Single-player'],2016.0
"['Single-player', 'Steam Achievements', 'Partial Controller Support']",2017.0
"['Single-player', 'Multi-player', 'Local Multi-Player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Stats', 'Includes level editor']",2017.0
"['Single-player', 'Partial Controller Support']",2017.0
"['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud']",2017.0
"['Online Multi-Player', 'MMO', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases', 'Steam Cloud']",2017.0
"['Single-player', 'Steam Achievements']",2017.0
"['Single-player', 'Multi-player', 'Online Multi-Player', 'Cross-Platform Multiplayer', 'In-App Purchases']",2017.0
"['Single-player', 'Partial Controller Support']",2017.0
"['Single-player', 'Multi-player', 'Online Multi-Player']",2017.0
"['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Co-op', 'Online Co-op', 'Local Co-op', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'In-App Purchases']",2017.0
"['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Co-op', 'Online Co-op', 'Local Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'In-App Purchases', 'Steam Cloud', 'Valve Anti-Cheat enabled']",2017.0
['Single-player'],2017.0
"['Single-player', 'Steam Achievements', 'Full controller support']",2017.0
['Single-player'],2017.0
"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Leaderboards']",2017.0
"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Steam Leaderboards']",2017.0
"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Leaderboards']",2017.0
"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Steam Leaderboards']",2017.0
"['Single-player', 'Steam Trading Cards']",2017.0
['Single-player'],2017.0
"['Multi-player', 'Online Multi-Player', 'Full controller support']",2017.0
"['Single-player', 'Full controller support']",2017.0
"['Multi-player', 'Online Multi-Player']",2017.0
"['Single-player', 'Downloadable Content']",2017.0
"['Single-player', 'Steam Achievements', 'Full controller support', 'Stats', 'Steam Leaderboards']",2017.0
"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",2017.0
"['Single-player', 'Steam Achievements']",2017.0
"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",2017.0
"['Single-player', 'Steam Achievements']",2017.0
"['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Co-op', 'Online Co-op', 'Local Co-op', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Partial Controller Support']",2017.0
['Downloadable Content'],2017.0
['Single-player'],2017.0
['Downloadable Content'],2017.0
['Single-player'],2017.0
['Single-player'],2017.0
"['Single-player', 'Steam Achievements']",2017.0
"['Single-player', 'Steam Achievements']",2017.0
"['Single-player', 'Downloadable Content']",2017.0
"['Single-player', 'Partial Controller Support']",2017.0
"['Single-player', 'Downloadable Content', 'Captions available', 'Partial Controller Support']",2017.0
"['Single-player', 'Downloadable Content', 'Captions available', 'Partial Controller Support']",2017.0
"['Single-player', 'Downloadable Content', 'Captions available', 'Partial Controller Support']",2017.0
"['Single-player', 'Downloadable Content', 'Captions available', 'Partial Controller Support']",2017.0
"['Single-player', 'Downloadable Content', 'Captions available', 'Partial Controller Support']",2017.0
"['Single-player', 'Downloadable Content', 'Captions available', 'Partial Controller Support']",2017.0
"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",2017.0
"['Single-player', 'Downloadable Content', 'Steam Workshop', 'Includes level editor']",2017.0
"['Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support', 'Stats']",2017.0
"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Cloud']",2017.0
"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Cloud']",2017.0
"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Cloud']",2017.0
['Single-player'],2017.0
"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud']",2017.0
"['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Co-op', 'Online Co-op', 'Local Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support']",2017.0
['Single-player'],2017.0
"['Single-player', 'Downloadable Content', 'Full controller support']",2017.0
"['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Full controller support']",2017.0
"['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Full controller support']",2017.0
['Single-player'],2017.0
"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud']",2017.0
"['Single-player', 'Downloadable Content']",2017.0
"['Single-player', 'Downloadable Content']",2017.0
"['Multi-player', 'Online Multi-Player', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support']",2017.0
['Single-player'],2017.0
"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",2017.0
"['Single-player', 'Multi-player', 'Online Multi-Player', 'In-App Purchases', 'Steam Cloud']",2017.0
"['Single-player', 'Steam Achievements', 'Partial Controller Support']",2017.0
"['Single-player', 'Downloadable Content']",2017.0
"['Single-player', 'Steam Achievements', 'Captions available', 'Steam Cloud']",2017.0
"['Single-player', 'Steam Achievements', 'Steam Cloud']",2017.0
"['Single-player', 'Steam Achievements']",2017.0
"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Steam Leaderboards']",2014.0
['Downloadable Content'],2017.0
"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support']",2017.0
"['Single-player', 'Multi-player', 'Downloadable Content', 'Steam Trading Cards']",2017.0
['Single-player'],2017.0
"['Downloadable Content', 'Steam Trading Cards', 'Partial Controller Support']",2017.0
"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Leaderboards']",2017.0
"['Downloadable Content', 'Steam Trading Cards', 'Steam Workshop']",2017.0
"['Downloadable Content', 'Steam Trading Cards', 'Partial Controller Support']",2017.0
"['Downloadable Content', 'Steam Trading Cards', 'Steam Workshop']",2017.0
"['Single-player', 'Multi-player', 'Downloadable Content', 'Steam Achievements', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards']",2017.0
"['Single-player', 'Multi-player', 'Downloadable Content', 'Steam Achievements', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards']",2017.0
"['Single-player', 'Multi-player', 'Downloadable Content', 'Steam Achievements', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards']",2017.0
['Single-player'],2017.0
"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud']",2017.0
"['Single-player', 'Shared/Split Screen', 'Downloadable Content']",2017.0
"['Single-player', 'Multi-player', 'Downloadable Content', 'Steam Achievements', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards']",2017.0
"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",2017.0
"['Single-player', 'Multi-player', 'Online Multi-Player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'In-App Purchases', 'Steam Cloud', 'Steam Leaderboards']",2017.0
"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",2017.0
"['Single-player', 'Downloadable Content', 'Steam Achievements']",2017.0
"['Local Multi-Player', 'Full controller support']",2017.0
"['Multi-player', 'Local Multi-Player', 'Shared/Split Screen', 'Full controller support']",2017.0
"['Single-player', 'Steam Achievements', 'Partial Controller Support']",2017.0
"['Single-player', 'Includes level editor']",2017.0
"['Single-player', 'Multi-player', 'Online Multi-Player', 'Includes level editor']",2017.0
"['Downloadable Content', 'Partial Controller Support']",2017.0
['Single-player'],2017.0
"['Single-player', 'Steam Achievements']",2017.0
"['Single-player', 'Steam Achievements']",2017.0
['Single-player'],2017.0
"['Single-player', 'Full controller support']",2017.0
"['Single-player', 'Steam Achievements']",2017.0
['Single-player'],2017.0
"['Single-player', 'Full controller support', 'Commentary available']",2017.0
"['Single-player', 'Steam Achievements', 'Steam Workshop', 'Includes level editor']",2017.0
"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Stats']",2017.0
"['Single-player', 'Steam Achievements', 'Steam Leaderboards']",2017.0
"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud']",2017.0
"['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Includes level editor']",2017.0
"['Single-player', 'Multi-player', 'Online Multi-Player', 'Partial Controller Support']",2017.0
['Single-player'],2017.0
"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Stats']",2017.0
"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Stats']",2017.0
"['Single-player', 'Multi-player', 'Local Multi-Player', 'Co-op', 'Local Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Cloud']",2017.0
"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Stats']",2017.0
['Single-player'],2017.0
"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Workshop', 'Partial Controller Support', 'Steam Leaderboards']",2017.0
['Single-player'],1994.0
"['Single-player', 'Shared/Split Screen', 'Downloadable Content']",2017.0
"['Single-player', 'Multi-player', 'Co-op', 'Local Co-op', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Cloud']",2017.0
"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Leaderboards']",2017.0
"['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'In-App Purchases', 'Steam Cloud']",2017.0
"['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'In-App Purchases', 'Steam Cloud']",2017.0
"['Single-player', 'Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support']",2017.0
"['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'In-App Purchases', 'Steam Cloud']",2017.0
"['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'In-App Purchases', 'Steam Cloud']",2017.0
"['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'In-App Purchases', 'Steam Cloud']",2017.0
"['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'In-App Purchases', 'Steam Cloud']",2017.0
"['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'In-App Purchases', 'Steam Cloud']",2017.0
"['Single-player', 'Full controller support', 'Steam Trading Cards', 'Steam Leaderboards']",2017.0
"['Single-player', 'Steam Achievements']",2017.0
"['Single-player', 'Partial Controller Support']",2017.0
"['Single-player', 'Multi-player', 'Online Multi-Player', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud']",2017.0
"['Single-player', 'Multi-player', 'Online Multi-Player', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud']",2017.0
"['Single-player', 'Multi-player', 'Online Multi-Player', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud']",2017.0
"['Single-player', 'Partial Controller Support', 'Stats']",2017.0
"['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Steam Achievements', 'Steam Turn Notifications']",2017.0
"['Single-player', 'Steam Cloud']",2017.0
"['Single-player', 'Partial Controller Support']",2017.0
"['Single-player', 'Steam Achievements']",2017.0
"['Single-player', 'Steam Cloud']",2017.0
"['Single-player', 'Online Multi-Player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Includes level editor']",2004.0
"['Online Multi-Player', 'MMO', 'Co-op', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'In-App Purchases']",2017.0
"['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Co-op', 'Online Co-op', 'Local Co-op', 'Shared/Split Screen', 'In-App Purchases']",2017.0
"['Single-player', 'Steam Trading Cards', 'Steam Cloud']",2017.0
['Single-player'],2017.0
"['Single-player', 'Local Co-op', 'Shared/Split Screen', 'Full controller support']",2017.0
"['Single-player', 'Multi-player', 'Online Multi-Player', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud']",2017.0
"['Single-player', 'Multi-player', 'Online Multi-Player', 'MMO', 'Co-op', 'Online Co-op', 'Partial Controller Support']",2017.0
"['Single-player', 'Steam Achievements', 'Steam Cloud']",2017.0
"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",2017.0
"['Single-player', 'Co-op', 'Online Co-op', 'Local Co-op', 'Shared/Split Screen', 'Full controller support', 'Steam Cloud']",2017.0
"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support']",2017.0
"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud']",2017.0
['Single-player'],2017.0
"['Downloadable Content', 'Steam Achievements', 'Partial Controller Support', 'Stats', 'Includes level editor']",2017.0
"['Single-player', 'Steam Achievements', 'Full controller support', 'Captions available', 'Steam Cloud']",2017.0
"['Single-player', 'Multi-player', 'Online Multi-Player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Cloud']",2017.0
"['Single-player', 'Multi-player', 'Online Multi-Player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support']",2017.0
"['Single-player', 'Steam Trading Cards']",2017.0
['Downloadable Content'],2017.0
"['Single-player', 'Steam Achievements', 'Captions available', 'Steam Cloud']",2017.0
"['Multi-player', 'Online Multi-Player', 'MMO', 'Co-op', 'Online Co-op', 'Steam Trading Cards', 'In-App Purchases', 'Steam Turn Notifications']",2015.0
"['Single-player', 'Local Multi-Player', 'Co-op', 'Local Co-op', 'Shared/Split Screen', 'Full controller support']",2017.0
"['Single-player', 'Downloadable Content', 'Steam Trading Cards', 'Captions available', 'Steam Cloud']",2017.0
"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Leaderboards']",2017.0
"['Single-player', 'Steam Achievements', 'Steam Leaderboards']",2017.0
"['Single-player', 'Downloadable Content', 'Partial Controller Support', 'Steam Leaderboards']",2017.0
['Single-player'],2017.0
['Single-player'],2017.0
"['Single-player', 'Full controller support']",2017.0
"['Single-player', 'Steam Achievements', 'Steam Leaderboards']",2017.0
"['Single-player', 'Full controller support']",2017.0
['Single-player'],2017.0
"['Single-player', 'Multi-player', 'Online Multi-Player', 'MMO', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Full controller support']",2017.0
"['Single-player', 'Steam Trading Cards']",2017.0
"['Single-player', 'Online Multi-Player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'In-App Purchases', 'Steam Cloud']",2015.0
"['Single-player', 'Multi-player', 'Steam Achievements', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",2017.0
"['Multi-player', 'Online Multi-Player']",2017.0
"['Single-player', 'Partial Controller Support']",2017.0
"['Single-player', 'Steam Achievements', 'Steam Cloud']",2017.0
"['Multi-player', 'Local Co-op', 'Shared/Split Screen', 'Full controller support']",2017.0
"['Single-player', 'Steam Achievements']",2017.0
['Single-player'],2017.0
"['Single-player', 'Local Multi-Player', 'Steam Achievements', 'Stats']",2017.0
['Single-player'],2017.0
"['Single-player', 'Online Multi-Player', 'Downloadable Content', 'Steam Achievements', 'Full controller support']",2017.0
['Single-player'],2017.0
"['Single-player', 'Local Multi-Player', 'Shared/Split Screen', 'Full controller support']",2017.0
"['Single-player', 'Multi-player', 'Online Multi-Player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support']",2017.0
"['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Full controller support']",2017.0
"['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Full controller support']",2017.0
"['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Full controller support']",2017.0
"['Single-player', 'Steam Achievements', 'Steam Leaderboards']",2017.0
"['Single-player', 'Local Co-op', 'Shared/Split Screen', 'Full controller support']",2013.0
"['Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Shared/Split Screen', 'Partial Controller Support']",2017.0
"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Stats']",2017.0
"['Single-player', 'Online Multi-Player']",2017.0
"['Single-player', 'Steam Achievements', 'Steam Cloud']",2017.0
['Single-player'],2017.0
"['Single-player', 'Steam Achievements', 'Full controller support']",2015.0
"['Single-player', 'Downloadable Content', 'Partial Controller Support']",2017.0
"['Single-player', 'Downloadable Content', 'Partial Controller Support']",2017.0
"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards']",2017.0
"['Single-player', 'Steam Achievements', 'Partial Controller Support']",2017.0
"['Single-player', 'Partial Controller Support']",2017.0
"['Online Multi-Player', 'Cross-Platform Multiplayer', 'In-App Purchases']",2015.0
"['Single-player', 'Steam Achievements', 'Steam Cloud']",2017.0
['Steam Achievements'],2017.0
"['Single-player', 'Steam Achievements', 'Partial Controller Support']",2017.0
['Single-player'],2017.0
"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases', 'Partial Controller Support', 'Steam Cloud']",2017.0
"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases', 'Partial Controller Support', 'Steam Cloud']",2017.0
"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases', 'Partial Controller Support', 'Steam Cloud']",2017.0
"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases', 'Partial Controller Support', 'Steam Cloud']",2017.0
"['Single-player', 'Steam Achievements', 'Full controller support']",2017.0
"['Single-player', 'Multi-player', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support', 'Stats', 'Steam Leaderboards']",2017.0
"['Single-player', 'Partial Controller Support']",2017.0
"['Single-player', 'Online Multi-Player', 'Steam Achievements', 'Full controller support', 'Steam Cloud']",2017.0
"['Single-player', 'Steam Achievements']",2017.0
['Single-player'],2017.0
"['Single-player', 'Steam Cloud', 'Stats']",2017.0
['Single-player'],2017.0
"['Single-player', 'Steam Achievements']",2017.0
['Single-player'],2017.0
"['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Leaderboards', 'Includes level editor']",2012.0
"['Single-player', 'Multi-player', 'Online Multi-Player', 'MMO', 'Co-op', 'Online Co-op', 'Partial Controller Support']",2017.0
"['Single-player', 'Steam Achievements', 'Stats']",2017.0
"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Leaderboards']",2017.0
['Single-player'],2017.0
"['Single-player', 'Downloadable Content', 'Full controller support', 'Includes level editor']",2017.0
['Single-player'],2017.0
['Single-player'],2017.0
"['Single-player', 'Multi-player', 'Local Multi-Player', 'Co-op', 'Local Co-op', 'Shared/Split Screen', 'Partial Controller Support']",2017.0
"['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Co-op', 'Online Co-op', 'Local Co-op', 'Shared/Split Screen', 'Cross-Platform Multiplayer']",2017.0
['Single-player'],2017.0
"['Single-player', 'Steam Achievements']",2017.0
"['Single-player', 'Steam Trading Cards', 'Partial Controller Support']",2017.0
"['Single-player', 'Stats', 'Includes level editor']",2017.0
['Single-player'],2017.0
"['Single-player', 'Downloadable Content', 'Steam Trading Cards', 'Stats']",2017.0
['Single-player'],1993.0
"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Stats']",2017.0
"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Workshop', 'Partial Controller Support', 'Steam Leaderboards']",2017.0
"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support']",2017.0
"['Single-player', 'Online Multi-Player']",2017.0
['Single-player'],2017.0
"['Single-player', 'Steam Achievements', 'Steam Leaderboards']",2017.0
['Single-player'],1993.0
"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",2017.0
"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Steam Leaderboards']",2017.0
"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards']",2017.0
"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",2017.0
"['Online Multi-Player', 'Cross-Platform Multiplayer', 'Full controller support']",2017.0
"['Single-player', 'Shared/Split Screen']",2017.0
"['Multi-player', 'Local Multi-Player', 'Local Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",2017.0
['Single-player'],2017.0
"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",2017.0
"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",2017.0
['Single-player'],2017.0
"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Steam Workshop', 'Partial Controller Support', 'Steam Leaderboards', 'Includes level editor']",2017.0
"['Single-player', 'Multi-player', 'Online Multi-Player', 'MMO', 'Online Co-op', 'Steam Workshop', 'Partial Controller Support', 'Steam Cloud', 'Includes level editor']",2017.0
"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards']",2017.0
"['Single-player', 'Multi-player', 'Online Multi-Player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Stats']",2017.0
"['Single-player', 'Multi-player', 'Steam Cloud']",2012.0
"['Single-player', 'Steam Achievements']",2017.0
['Single-player'],2017.0
['Single-player'],2017.0
"['Single-player', 'Steam Achievements', 'Steam Leaderboards']",2017.0
"['Single-player', 'Multi-player', 'Local Multi-Player', 'Steam Achievements', 'Full controller support', 'Steam Leaderboards']",2017.0
"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards']",2017.0
"['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'In-App Purchases', 'Steam Cloud']",2017.0
"['Single-player', 'Steam Achievements', 'Steam Cloud']",2017.0
"['Single-player', 'Steam Achievements']",2017.0
"['Single-player', 'Steam Achievements', 'Steam Cloud']",2017.0
['Single-player'],2017.0
['Single-player'],2017.0
"['Single-player', 'Online Multi-Player', 'Local Multi-Player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support']",2017.0
"['Single-player', 'Steam Achievements']",2017.0
['Single-player'],2017.0
"['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Co-op', 'Online Co-op', 'Local Co-op', 'Downloadable Content', 'Full controller support']",2017.0
"['Single-player', 'Steam Cloud']",2007.0
"['Single-player', 'Steam Cloud']",2009.0
"['Single-player', 'Steam Achievements', 'Steam Cloud']",2017.0
['Single-player'],2017.0
['Single-player'],2017.0
"['Single-player', 'Steam Achievements']",2017.0
"['Single-player', 'Steam Achievements']",2017.0
['Single-player'],2017.0
"['Single-player', 'Steam Achievements']",2017.0
['Single-player'],2017.0
"['Single-player', 'Steam Achievements']",2017.0
"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases', 'Steam Cloud', 'Stats']",2017.0
"['Online Multi-Player', 'MMO', 'Online Co-op', 'Steam Achievements', 'In-App Purchases', 'Steam Cloud']",2007.0
"['Single-player', 'Steam Achievements']",2017.0
"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud']",2015.0
['Single-player'],2017.0
"['Single-player', 'Steam Achievements']",2017.0
"['Single-player', 'Multi-player', 'Online Multi-Player', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer']",2017.0
['Single-player'],2017.0
['Single-player'],2017.0
"['Multi-player', 'Online Multi-Player', 'MMO', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Partial Controller Support']",2017.0
"['Single-player', 'Co-op', 'Shared/Split Screen', 'Steam Cloud']",2017.0
"['Single-player', 'Steam Achievements', 'Steam Workshop', 'Partial Controller Support', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Includes level editor']",2017.0
"['Single-player', 'Stats']",2017.0
"['Single-player', 'Steam Achievements']",2017.0
['Single-player'],2017.0
"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",2012.0
"['Single-player', 'Downloadable Content']",2012.0
"['Single-player', 'Partial Controller Support']",2017.0
['Single-player'],2017.0
"['Multi-player', 'Online Multi-Player', 'Steam Achievements', 'Stats']",2017.0
['Single-player'],2017.0
"['Single-player', 'Steam Achievements']",2017.0
['Single-player'],2017.0
['Single-player'],2017.0
"['Single-player', 'Partial Controller Support']",2017.0
['Single-player'],2017.0
"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Leaderboards']",2017.0
"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Includes level editor']",2017.0
"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Partial Controller Support', 'Steam Cloud', 'Includes level editor']",2017.0
"['Single-player', 'Multi-player', 'Shared/Split Screen', 'Downloadable Content']",2017.0
"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Partial Controller Support', 'Steam Cloud', 'Includes level editor']",2017.0
['Online Multi-Player'],2017.0
"['Single-player', 'Multi-player', 'Co-op', 'Local Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Leaderboards']",2017.0
['Single-player'],2017.0
"['Single-player', 'Steam Achievements']",2017.0
